City,State,Latitude,Longitude
"Lake Heritage ",PA,39.807872,-77.184177
"Lake Latonka ",PA,41.281851,-80.185912
"Lake Meade ",PA,39.984182,-77.037367
"Lakemont ",PA,40.464225,-78.392763
"Lakeside ",PA,41.862447,-75.648316
"Lake Wallenpaupack Estates ",PA,41.363953,-75.32728
"Lake Winola ",PA,41.515332,-75.848484
"Lake Wynonah ",PA,40.591149,-76.170433
"Lamar ",PA,41.010035,-77.523444
"Lampeter ",PA,39.993628,-76.245295
"Lancaster",PA,40.042061,-76.30099
"Landingville",PA,40.623154,-76.122675
"Landisburg",PA,40.342981,-77.305618
"Landisville ",PA,40.090065,-76.405324
"Lanesboro",PA,41.963682,-75.576164
"Langeloth ",PA,40.36314,-80.413666
"Langhorne",PA,40.177453,-74.923416
"Langhorne Manor",PA,40.165957,-74.918253
"Lansdale",PA,40.241654,-75.281208
"Lansdowne",PA,39.940759,-75.27603
"Lanse ",PA,40.961123,-78.115673
"Lansford",PA,40.833033,-75.884397
"Laporte",PA,41.417126,-76.492401
"Larke ",PA,40.424916,-78.208624
"Larksville",PA,41.264013,-75.930896
"Latrobe",PA,40.312434,-79.382596
"Lattimer ",PA,40.992925,-75.960661
"Laureldale",PA,40.389705,-75.913458
"Laurel Lake ",PA,41.952673,-75.922572
"Laurel Mountain",PA,40.211168,-79.185012
"Laurel Run",PA,41.219459,-75.84461
"Laurelton ",PA,40.878987,-77.204312
"Laurys Station ",PA,40.723499,-75.543084
"Lavelle ",PA,40.762314,-76.386879
"Lawnton ",PA,40.265251,-76.79843
"Lawrence ",PA,40.303102,-80.119608
"Lawrence Park ",PA,42.150606,-80.022999
"Lawrenceville",PA,41.996136,-77.130392
"Lawson Heights ",PA,40.293802,-79.387335
"Leamersville ",PA,40.37427,-78.431336
"Lebanon",PA,40.341193,-76.422735
"Lebanon South ",PA,40.328112,-76.406778
"Leechburg",PA,40.630442,-79.602156
"Leeper ",PA,41.370455,-79.305587
"Leesport",PA,40.444433,-75.967191
"Leetsdale",PA,40.56389,-80.216015
"Lehighton",PA,40.827662,-75.716547
"Leith-Hatfield ",PA,39.877217,-79.731331
"Lemont ",PA,40.811936,-77.816177
"Lemont Furnace ",PA,39.911058,-79.663031
"Lemoyne",PA,40.244217,-76.899119
"Lenape Heights ",PA,40.763374,-79.521619
"Lenhartsville",PA,40.571275,-75.889719
"Lenkerville ",PA,40.532687,-76.959428
"Leola ",PA,40.092953,-76.188963
"LeRaysville",PA,41.837644,-76.173693
"Level Green ",PA,40.390203,-79.721495
"Levittown ",PA,40.152343,-74.85234
"Lewisberry",PA,40.135779,-76.86062
"Lewisburg",PA,40.964126,-76.889957
"Lewis Run",PA,41.867552,-78.654034
"Lewistown",PA,40.597204,-77.571278
"Liberty",PA,40.3217,-79.863158
"Liberty",PA,41.558497,-77.10552
"Lightstreet ",PA,41.039781,-76.418697
"Ligonier",PA,40.24494,-79.237487
"Lilly",PA,40.424242,-78.620203
"Lima ",PA,39.919449,-75.441534
"Lime Ridge ",PA,41.026078,-76.350118
"Lincoln",PA,40.291407,-79.859919
"Lincoln Park ",PA,40.314696,-75.988597
"Lincoln University ",PA,39.806469,-75.927906
"Lincolnville ",PA,41.790271,-79.839301
"Linds Crossing ",PA,40.440108,-78.323273
"Linesville",PA,41.6564,-80.422396
"Linglestown ",PA,40.34435,-76.794824
"Linntown ",PA,40.956346,-76.900503
"Linwood ",PA,39.825374,-75.425239
"Lionville ",PA,40.053656,-75.644767
"Lititz",PA,40.153998,-76.304314
"Little Britain ",PA,39.778999,-76.108668
"Little Meadows",PA,41.989031,-76.127729
"Littlestown",PA,39.745483,-77.085706
"Liverpool",PA,40.573461,-76.992598
"Llewellyn ",PA,40.672411,-76.277632
"Lock Haven",PA,41.137115,-77.453239
"Locustdale ",PA,40.778538,-76.373632
"Locust Gap ",PA,40.769997,-76.440649
"Loganton",PA,41.034229,-77.302333
"Loganville",PA,39.855938,-76.707872
"Long Branch",PA,40.098348,-79.880078
"Longfellow ",PA,40.506642,-77.665649
"Loop ",PA,40.426292,-78.361865
"Lorain",PA,40.296033,-78.896074
"Lorane ",PA,40.29422,-75.848207
"Loretto",PA,40.508398,-78.635148
"Lower Allen ",PA,40.226748,-76.902769
"Lower Burrell",PA,40.58329,-79.718007
"Loyalhanna ",PA,40.314436,-79.356094
"Loysville ",PA,40.370249,-77.335423
"Lucerne Mines ",PA,40.556545,-79.153895
"Lumber City ",PA,40.657929,-77.601238
"Luthersburg ",PA,41.049779,-78.713223
"Luzerne",PA,41.286856,-75.896836
"Lykens",PA,40.56411,-76.69838
"Lynnwood-Pricedale ",PA,40.130076,-79.851945
"Lyons",PA,40.480578,-75.758948
"McAdoo",PA,40.900964,-75.992382
"McAlisterville ",PA,40.637977,-77.27301
"McClure",PA,40.707798,-77.311367
"McConnellsburg",PA,39.932,-77.995793
"McConnellstown ",PA,40.46438,-78.066937
"McDonald",PA,40.37007,-80.232521
"McElhattan ",PA,41.153938,-77.352108
"McEwensville",PA,41.072324,-76.818762
"McGovern ",PA,40.236239,-80.226757
"McKean",PA,41.998484,-80.139587
"McKeansburg ",PA,40.682314,-76.019556
"McKee ",PA,40.360453,-78.421066
"McKeesport",PA,40.341877,-79.845007
"McKees Rocks",PA,40.469019,-80.063328
"Mackeyville ",PA,41.053699,-77.463674
"McKinley ",PA,40.084013,-75.110677
"McKnightstown ",PA,39.873488,-77.330218
"McMurray ",PA,40.281468,-80.087433
"McSherrystown",PA,39.803527,-77.019894
"Macungie",PA,40.515911,-75.554084
"McVeytown",PA,40.498615,-77.741124
"Madera ",PA,40.829198,-78.43033
"Madison",PA,40.245557,-79.674861
"Madisonburg ",PA,40.926812,-77.518594
"Mahaffey",PA,40.873883,-78.727101
"Mahanoy City",PA,40.812627,-76.138184
"Mainesburg ",PA,41.781981,-76.994683
"Mainville ",PA,40.982644,-76.369505
"Maitland ",PA,40.623731,-77.499278
"Malvern",PA,40.033147,-75.515363
"Mammoth ",PA,40.198687,-79.462864
"Manchester",PA,40.061202,-76.719425
"Manheim",PA,40.163273,-76.395973
"Manns Choice",PA,40.003316,-78.590802
"Manor",PA,40.345939,-79.669268
"Manorville",PA,40.787837,-79.520848
"Mansfield",PA,41.806178,-77.078376
"Maple Glen ",PA,40.177757,-75.179243
"Mapleton",PA,40.391976,-77.941647
"Mapletown ",PA,39.805239,-79.940054
"Marcus Hook",PA,39.81287,-75.41624
"Marianna",PA,40.012824,-80.112099
"Marianne ",PA,41.244734,-79.433012
"Marienville ",PA,41.468751,-79.118138
"Marietta",PA,40.057043,-76.551723
"Marion ",PA,39.860593,-77.701529
"Marion Center",PA,40.770518,-79.04721
"Marion Heights",PA,40.803651,-76.464339
"Marklesburg",PA,40.384007,-78.168619
"Markleysburg",PA,39.736099,-79.451856
"Marlin ",PA,40.678975,-76.243966
"Mars",PA,40.696952,-80.014099
"Marshallton ",PA,39.947965,-75.677118
"Marshallton ",PA,40.785128,-76.536496
"Martinsburg",PA,40.310917,-78.324286
"Martinsburg Junction ",PA,40.310206,-78.3365
"Martins Creek ",PA,40.782713,-75.190213
"Maryd ",PA,40.759361,-76.055738
"Marysville",PA,40.337628,-76.932068
"Masontown",PA,39.848744,-79.908736
"Masthope ",PA,41.516571,-75.025362
"Matamoras",PA,41.366596,-74.699671
"Mather ",PA,39.935584,-80.074474
"Mattawana ",PA,40.496849,-77.727253
"Maxatawny ",PA,40.541207,-75.691937
"Mayfield",PA,41.539668,-75.531066
"Maytown ",PA,40.083556,-76.56644
"Meadowlands ",PA,40.217306,-80.229979
"Meadowood ",PA,40.84074,-79.895954
"Meadville",PA,41.647878,-80.147438
"Mechanicsburg",PA,40.211404,-77.00593
"Mechanicsville",PA,40.690826,-76.180687
"Media",PA,39.92004,-75.388333
"Mehoopany ",PA,41.567048,-76.062171
"Melrose Park ",PA,40.063903,-75.127501
"Mercer",PA,41.22653,-80.236253
"Mercersburg",PA,39.831886,-77.90289
"Meridian ",PA,40.852595,-79.954854
"Merion Station ",PA,40.003564,-75.250088
"Mertztown ",PA,40.501714,-75.664612
"Meshoppen",PA,41.609263,-76.041819
"Messiah College ",PA,40.157418,-76.982115
"Mexico ",PA,40.54165,-77.358283
"Meyersdale",PA,39.813339,-79.027697
"Middleburg",PA,40.7895,-77.044862
"Middleport",PA,40.727784,-76.086824
"Middletown",PA,40.200888,-76.729183
"Middletown ",PA,40.644006,-75.324584
"Midland",PA,40.634358,-80.458011
"Midland ",PA,40.257102,-80.216168
"Midway ",PA,39.807917,-77.005203
"Midway",PA,40.368664,-80.291209
"Mifflin",PA,40.56857,-77.404539
"Mifflinburg",PA,40.91956,-77.047424
"Mifflintown",PA,40.571174,-77.39514
"Mifflinville ",PA,41.030711,-76.302779
"Mildred ",PA,41.475976,-76.380201
"Milesburg",PA,40.942383,-77.791686
"Milford",PA,41.323661,-74.801019
"Milford Square ",PA,40.433182,-75.405024
"Millbourne",PA,39.963735,-75.252615
"Mill Creek",PA,40.437031,-77.930955
"Millersburg",PA,40.543191,-76.952904
"Millerstown ",PA,40.277124,-78.302912
"Millerstown",PA,40.555738,-77.151474
"Millersville",PA,40.005322,-76.35176
"Millerton ",PA,41.986774,-76.939696
"Mill Hall",PA,41.105235,-77.488485
"Millheim",PA,40.893647,-77.476547
"Mill Run ",PA,40.50553,-78.433132
"Millsboro ",PA,39.990132,-80.002241
"Millvale",PA,40.481749,-79.973795
"Mill Village",PA,41.877511,-79.972625
"Millville",PA,41.120975,-76.525613
"Millwood ",PA,40.3504,-79.285332
"Milroy ",PA,40.71936,-77.58999
"Milton",PA,41.002297,-76.851007
"Mineral Springs ",PA,40.99597,-78.36889
"Minersville",PA,40.690801,-76.259413
"Mingoville ",PA,40.936973,-77.659649
"Misericordia University ",PA,41.34605,-75.971038
"Mocanaqua ",PA,41.13856,-76.133128
"Modena",PA,39.963913,-75.805064
"Mohnton",PA,40.287457,-75.986899
"Mohrsville ",PA,40.475362,-75.979932
"Monaca",PA,40.683423,-80.273427
"Monessen",PA,40.151966,-79.883008
"Monongahela",PA,40.191166,-79.922476
"Monroe",PA,41.712136,-76.475114
"Monroeville",PA,40.426324,-79.761379
"Mont Alto",PA,39.840401,-77.555719
"Montandon ",PA,40.965461,-76.852953
"Mont Clare ",PA,40.136683,-75.499347
"Montgomery",PA,41.173681,-76.868776
"Montgomeryville ",PA,40.250233,-75.240509
"Montoursville",PA,41.246493,-76.9167
"Montrose",PA,41.833441,-75.876092
"Montrose Manor ",PA,40.306297,-75.987177
"Monument ",PA,41.111186,-77.70422
"Moores Mill ",PA,40.493093,-78.266485
"Moose Run ",PA,40.953052,-77.803153
"Moosic",PA,41.356041,-75.704697
"Morea ",PA,40.789175,-76.17283
"Morgan Hill ",PA,40.666508,-75.204039
"Morgantown ",PA,40.150068,-75.887328
"Morrisdale ",PA,40.948891,-78.228307
"Morris Run ",PA,41.67623,-77.018737
"Morrisville",PA,40.207644,-74.780269
"Morrisville ",PA,39.90068,-80.167815
"Morton",PA,39.911583,-75.326754
"Moscow",PA,41.342168,-75.527938
"Moshannon ",PA,41.034184,-78.006936
"Mount Aetna ",PA,40.420391,-76.296435
"Mountainhome ",PA,41.177935,-75.263251
"Mountain Top ",PA,41.135302,-75.90443
"Mount Bethel ",PA,40.899594,-75.112739
"Mount Carbon",PA,40.673329,-76.188381
"Mount Carmel",PA,40.795904,-76.411997
"Mount Cobb ",PA,41.425924,-75.497592
"Mount Eagle ",PA,40.980004,-77.705821
"Mount Gretna",PA,40.24556,-76.471478
"Mount Gretna Heights ",PA,40.249674,-76.465733
"Mount Holly Springs",PA,40.109283,-77.182874
"Mount Jackson ",PA,40.968135,-80.432262
"Mount Jewett",PA,41.729097,-78.640278
"Mount Joy",PA,40.110613,-76.50572
"Mount Morris ",PA,39.73325,-80.081989
"Mount Oliver",PA,40.411274,-79.985639
"Mount Penn",PA,40.328644,-75.88976
"Mount Lebanon",PA,40.376696,-80.048942
"Mount Pleasant",PA,40.150932,-79.543363
"Mount Pleasant Mills ",PA,40.724697,-77.026451
"Mount Pocono",PA,41.122493,-75.357768
"Mount Royal ",PA,40.037999,-76.886993
"Mount Union",PA,40.384079,-77.88152
"Mountville",PA,40.040745,-76.434924
"Mount Wolf",PA,40.061672,-76.705197
"Muhlenberg Park ",PA,40.386837,-75.939758
"Muir ",PA,40.594297,-76.518657
"Muncy",PA,41.202161,-76.785507
"Mundys Corner ",PA,40.443125,-78.832451
"Munhall",PA,40.393601,-79.900954
"Murrysville",PA,40.442861,-79.658311
"Muse ",PA,40.29233,-80.205553
"Myerstown",PA,40.372139,-76.305579
"Nanticoke",PA,41.200466,-75.999704
"Nanty-Glo",PA,40.470561,-78.834011
"Naomi ",PA,40.109326,-79.844138
"Narberth",PA,40.007677,-75.263451
"Natrona ",PA,40.611888,-79.7225
"Natrona Heights ",PA,40.623705,-79.726152
"Nazareth",PA,40.739963,-75.312618
"Nealmont ",PA,40.666592,-78.218821
"Needmore ",PA,39.84745,-78.143178
"Nemacolin ",PA,39.88432,-79.93013
"Nescopeck",PA,41.053021,-76.212309
"Nesquehoning",PA,40.87808,-75.821999
"New Albany",PA,41.601176,-76.445999
"New Alexandria",PA,40.394456,-79.417524
"New Baltimore",PA,39.983481,-78.772274
"New Beaver",PA,40.880701,-80.381357
"New Bedford ",PA,41.089418,-80.49352
"New Berlin",PA,40.881591,-76.981166
"New Berlinville ",PA,40.345935,-75.631298
"New Bethlehem",PA,41.006282,-79.32529
"New Boston ",PA,40.798354,-76.150489
"New Brighton",PA,40.735641,-80.309473
"New Britain",PA,40.299552,-75.178093
"New Buffalo",PA,40.45434,-76.970472
"Newburg ",PA,40.521376,-78.421656
"Newburg",PA,40.839436,-78.684958
"Newburg",PA,40.136985,-77.554642
"New Castle",PA,40.995617,-80.345807
"New Castle Northwest ",PA,41.022139,-80.355785
"New Centerville",PA,39.942259,-79.191746
"New Columbia ",PA,41.037465,-76.878199
"New Columbus",PA,41.173197,-76.286815
"New Cumberland",PA,40.228765,-76.878291
"New Eagle",PA,40.207156,-79.953342
"Newell",PA,40.074612,-79.891797
"New Florence",PA,40.379052,-79.075136
"New Freedom",PA,39.735327,-76.696708
"New Freeport ",PA,39.759493,-80.426658
"New Galilee",PA,40.833417,-80.401018
"New Holland",PA,40.101294,-76.090147
"New Hope",PA,40.361358,-74.956796
"New Jerusalem ",PA,40.440899,-75.75915
"New Kensington",PA,40.572484,-79.75305
"New Kingstown ",PA,40.233498,-77.069411
"New Lebanon",PA,41.420065,-80.080007
"Newmanstown ",PA,40.351462,-76.211656
"New Market ",PA,40.223034,-76.856148
"New Milford",PA,41.876143,-75.726561
"New Morgan",PA,40.190214,-75.900546
"New Oxford",PA,39.863001,-77.055477
"New Paris",PA,40.108408,-78.643067
"New Philadelphia",PA,40.717829,-76.116686
"Newport",PA,40.478978,-77.133946
"New Ringgold",PA,40.689171,-75.992813
"Newry",PA,40.393325,-78.435719
"New Salem ",PA,39.930108,-79.825986
"New Salem",PA,39.903697,-76.791318
"New Schaefferstown ",PA,40.453392,-76.169215
"New Stanton",PA,40.222332,-79.6088
"Newton Hamilton",PA,40.392991,-77.835345
"Newtown",PA,40.228344,-74.932293
"Newtown ",PA,40.653216,-76.345568
"Newtown Grant ",PA,40.26053,-74.94893
"New Tripoli ",PA,40.673927,-75.747569
"Newville",PA,40.169893,-77.40179
"New Washington",PA,40.820922,-78.702553
"New Wilmington",PA,41.117581,-80.331539
"Nicholson",PA,41.628609,-75.789388
"Nicktown ",PA,40.613791,-78.804663
"Nittany ",PA,40.994719,-77.552128
"Nixon ",PA,40.785833,-79.937501
"Noblestown ",PA,40.395461,-80.201869
"Norristown",PA,40.122076,-75.33987
"Northampton",PA,40.688237,-75.487449
"North Apollo",PA,40.593808,-79.556616
"North Belle Vernon",PA,40.132048,-79.863957
"North Bend ",PA,41.347017,-77.702653
"North Braddock",PA,40.401739,-79.853704
"North Catasauqua",PA,40.663571,-75.473879
"North Charleroi",PA,40.150394,-79.908148
"North East",PA,42.213367,-79.833351
"Northern Cambria",PA,40.657065,-78.777695
"North Irwin",PA,40.338942,-79.711443
"North Philipsburg ",PA,40.909233,-78.208719
"North Towanda ",PA,41.788759,-76.45379
"Northumberland",PA,40.897214,-76.792951
"North Vandergrift ",PA,40.6087,-79.551764
"North Wales",PA,40.211171,-75.274441
"North Warren ",PA,41.883098,-79.166439
"North Washington ",PA,41.048803,-79.814329
"Northwest Harborcreek ",PA,42.148221,-79.994675
"Northwood ",PA,40.686375,-78.227125
"North York",PA,39.97801,-76.730882
"Norvelt ",PA,40.204995,-79.497011
"Norwood",PA,39.88599,-75.295756
"Nottingham ",PA,39.747765,-76.03164
"Noxen ",PA,41.421987,-76.069167
"Nuangola",PA,41.158384,-75.978039
"Numidia ",PA,40.878606,-76.404719
"Nuremberg ",PA,40.937751,-76.168464
"Oakdale",PA,40.400165,-80.18715
"Oak Hills ",PA,40.826268,-79.915113
"Oakland ",PA,40.305536,-78.881828
"Oakland ",PA,40.991642,-80.372106
"Oakland",PA,41.950773,-75.608763
"Oak Lane ",PA,40.056184,-75.114647
"Oakmont",PA,40.519756,-79.836672
"Oaks ",PA,40.131601,-75.456461
"Oakwood ",PA,41.010907,-80.379465
"Oberlin ",PA,40.239818,-76.815737
"Ohiopyle",PA,39.864069,-79.494671
"Ohioville",PA,40.684728,-80.483721
"Oil City",PA,41.42877,-79.707838
"Oklahoma ",PA,41.111674,-78.733143
"Oklahoma",PA,40.581417,-79.577352
"Old Forge",PA,41.370426,-75.7409
"Old Orchard ",PA,40.657487,-75.260914
"Oley ",PA,40.389816,-75.787214
"Oliver ",PA,39.915267,-79.721252
"Olivia ",PA,40.714008,-78.200336
"Olyphant",PA,41.451543,-75.57576
"Oneida ",PA,40.907162,-76.1238
"Orangeville",PA,41.076951,-76.413464
"Orbisonia",PA,40.242923,-77.89301
"Orchard Hills ",PA,40.581594,-79.5453
"Ore Hill ",PA,40.292312,-78.403252
"Oreland ",PA,40.114972,-75.180401
"Oreminea ",PA,40.403382,-78.254599
"Orrstown",PA,40.058791,-77.608151
"Orrtanna ",PA,39.84407,-77.360517
"Orviston ",PA,41.107341,-77.753355
"Orwigsburg",PA,40.654167,-76.103989
"Orwin ",PA,40.583869,-76.531414
"Osceola Mills",PA,40.852485,-78.269801
"Oswayo",PA,41.920879,-78.020966
"Oval ",PA,41.152235,-77.174487
"Oxford",PA,39.785561,-75.979652
"Paint",PA,40.242074,-78.850075
"Palmdale ",PA,40.296024,-76.623645
"Palmer Heights ",PA,40.689083,-75.267627
"Palmerton",PA,40.804094,-75.617106
"Palmyra",PA,40.310026,-76.594781
"Palo Alto",PA,40.686087,-76.169934
"Paoli ",PA,40.042016,-75.490294
"Paradise ",PA,40.00623,-76.122298
"Pardeesville ",PA,41.000629,-75.968144
"Paris ",PA,40.41036,-80.506658
"Park Crest ",PA,40.81936,-76.061582
"Parker",PA,41.090639,-79.68459
"Parkesburg",PA,39.960054,-75.916161
"Park Forest Village ",PA,40.799576,-77.908414
"Parkhill ",PA,40.359284,-78.872849
"Parkland ",PA,40.159646,-74.93162
"Park Place ",PA,40.837954,-76.099177
"Parkside",PA,39.867367,-75.377992
"Parkville ",PA,39.785905,-76.968548
"Parryville",PA,40.822445,-75.670561
"Patterson Heights",PA,40.738598,-80.326093
"Patton",PA,40.632421,-78.649873
"Paxtang",PA,40.262348,-76.834241
"Paxtonia ",PA,40.316621,-76.788479
"Paxtonville ",PA,40.77463,-77.076157
"Pen Argyl",PA,40.867794,-75.253857
"Penbrook",PA,40.278009,-76.848329
"Penfield ",PA,41.215504,-78.573379
"Pen Mar ",PA,39.726323,-77.51597
"Penn",PA,40.329191,-79.64212
"Penndel",PA,40.155166,-74.914655
"Penn Estates ",PA,41.033451,-75.239969
"Penn Farms ",PA,40.415986,-78.413375
"Penn Hills",PA,40.478174,-79.829101
"Penn Lake Park",PA,41.114745,-75.775136
"Pennsburg",PA,40.393584,-75.496411
"Pennsbury Village",PA,40.428243,-80.101097
"Penns Creek ",PA,40.86327,-77.055453
"Pennside ",PA,40.337925,-75.876721
"Penn State Berks ",PA,40.361281,-75.976
"Penn State Erie (Behrend) ",PA,42.117759,-79.985769
"Pennville ",PA,39.786802,-76.992007
"Pennwyn ",PA,40.288962,-75.973585
"Penn Wynne ",PA,39.986667,-75.27147
"Penryn ",PA,40.195817,-76.369772
"Perkasie",PA,40.371737,-75.292772
"Perryopolis",PA,40.086831,-79.752596
"Peru ",PA,40.854377,-77.767175
"Petersburg",PA,40.572598,-78.050615
"Petrolia",PA,41.021619,-79.716777
"Philadelphia",PA,40.009376,-75.133346
"Philipsburg",PA,40.892561,-78.211123
"Phoenixville",PA,40.135201,-75.522699
"Picture Rocks",PA,41.277711,-76.705997
"Pikes Creek ",PA,41.308561,-76.102821
"Pillow",PA,40.640543,-76.802909
"Pinecroft ",PA,40.564434,-78.35336
"Pine Glen ",PA,41.088678,-78.057971
"Pine Grove",PA,40.553414,-76.386016
"Pine Grove Mills ",PA,40.731529,-77.888417
"Pine Ridge ",PA,41.144014,-74.98701
"Pine Run ",PA,40.686433,-80.23942
"Pitcairn",PA,40.407774,-79.776354
"Pittsburgh",PA,40.439936,-79.975676
"Pittston",PA,41.32792,-75.785684
"Plainfield ",PA,40.201172,-77.283279
"Plains ",PA,41.275791,-75.851871
"Platea",PA,41.950986,-80.33045
"Pleasant Gap ",PA,40.867277,-77.744137
"Pleasant Hill ",PA,40.337169,-76.444644
"Pleasant Hills",PA,40.329832,-79.959628
"Pleasant View ",PA,40.609262,-79.575054
"Pleasantville",PA,40.17972,-78.61327
"Pleasantville",PA,41.59348,-79.580818
"Pleasureville ",PA,40.001214,-76.705743
"Plum",PA,40.501869,-79.748178
"Plumsteadville ",PA,40.384613,-75.139286
"Plumville",PA,40.792487,-79.179355
"Plymouth",PA,41.240885,-75.951965
"Plymouth Meeting ",PA,40.109734,-75.280366
"Plymptonville ",PA,41.043581,-78.450818
"Pocono Mountain Lake Estates ",PA,41.155333,-74.965055
"Pocono Pines ",PA,41.116316,-75.458772
"Pocono Ranch Lands ",PA,41.171651,-74.951288
"Pocono Springs ",PA,41.279963,-75.401422
"Pocono Woodland Lakes ",PA,41.323616,-74.890774
"Point Marion",PA,39.735608,-79.900513
"Point View ",PA,40.489547,-78.241948
"Polk",PA,41.368404,-79.92926
"Pomeroy ",PA,39.964794,-75.882856
"Portage",PA,40.386861,-78.674724
"Port Allegany",PA,41.815197,-78.276469
"Port Carbon",PA,40.696914,-76.166618
"Port Clinton",PA,40.583253,-76.030814
"Portersville",PA,40.924332,-80.146883
"Portland",PA,40.922079,-75.098343
"Port Matilda",PA,40.799994,-78.052638
"Port Royal",PA,40.533772,-77.38946
"Port Trevorton ",PA,40.692491,-76.893706
"Port Vue",PA,40.337869,-79.874116
"Potlicker Flats ",PA,40.727004,-77.606032
"Potters Mills ",PA,40.802352,-77.627097
"Pottsgrove ",PA,40.264405,-75.609289
"Pottstown",PA,40.250924,-75.644754
"Pottsville",PA,40.679854,-76.20921
"Pringle",PA,41.27734,-75.901267
"Progress ",PA,40.290062,-76.839376
"Prompton",PA,41.593655,-75.324586
"Prospect",PA,40.899213,-80.04865
"Prospect Park ",PA,41.518671,-78.210027
"Prospect Park",PA,39.886097,-75.30737
"Pughtown ",PA,40.170858,-75.657603
"Pulaski ",PA,41.111393,-80.430597
"Punxsutawney",PA,40.943745,-78.974766
"Puzzletown ",PA,40.379476,-78.491706
"Pymatuning Central ",PA,41.588373,-80.478438
"Pymatuning North ",PA,41.666091,-80.465313
"Pymatuning South ",PA,41.51248,-80.476252
"Quakertown",PA,40.439678,-75.345766
"Quarryville",PA,39.895528,-76.162022
"Queens Gate ",PA,39.94064,-76.68738
"Quentin ",PA,40.283056,-76.436224
"Railroad",PA,39.75961,-76.696073
"Rainsburg",PA,39.895724,-78.517301
"Ramblewood ",PA,40.723772,-77.943198
"Ramey",PA,40.8025,-78.400563
"Rankin",PA,40.413364,-79.88382
"Ranshaw ",PA,40.785554,-76.517437
"Raubsville ",PA,40.625555,-75.205736
"Rauchtown ",PA,41.127628,-77.242649
"Ravine ",PA,40.568611,-76.393656
"Reading",PA,40.33922,-75.926277
"Reamstown ",PA,40.2124,-76.117569
"Rebersburg ",PA,40.942677,-77.444031
"Red Hill ",PA,40.529482,-78.43555
"Red Hill",PA,40.377003,-75.483795
"Red Lion",PA,39.898606,-76.607749
"Reedsville ",PA,40.664911,-77.593006
"Reese ",PA,40.434929,-78.300101
"Refton ",PA,39.951147,-76.243963
"Rehrersburg ",PA,40.45804,-76.24531
"Reiffton ",PA,40.310553,-75.861438
"Reightown ",PA,40.601943,-78.34367
"Reinerton ",PA,40.59139,-76.535879
"Reinholds ",PA,40.270901,-76.12365
"Renfrew ",PA,40.80655,-79.962331
"Rennerdale ",PA,40.400154,-80.139602
"Renningers ",PA,40.649665,-76.148445
"Renovo",PA,41.327767,-77.767232
"Republic ",PA,39.966378,-79.876857
"Reservoir ",PA,40.402724,-78.384833
"Revloc ",PA,40.491395,-78.763664
"Rew ",PA,41.899207,-78.538802
"Reynolds Heights ",PA,41.343126,-80.402161
"Reynoldsville",PA,41.094894,-78.887735
"Rheems ",PA,40.12568,-76.570628
"Rices Landing",PA,39.94495,-79.998167
"Riceville ",PA,41.77928,-79.80463
"Richboro ",PA,40.225413,-74.992957
"Richfield ",PA,40.683701,-77.123664
"Richland",PA,40.357393,-76.256853
"Richlandtown",PA,40.47253,-75.321158
"Riddlesburg ",PA,40.157117,-78.252896
"Ridgway",PA,41.431904,-78.727074
"Ridley Park",PA,39.877989,-75.325471
"Riegelsville",PA,40.595421,-75.197483
"Rimersburg",PA,41.040797,-79.502406
"Ringtown",PA,40.85652,-76.235027
"Riverside ",PA,40.283648,-78.921728
"Riverside",PA,40.948953,-76.641902
"Riverview Park ",PA,40.391833,-75.950098
"Roaring Spring",PA,40.334785,-78.395967
"Robertsdale ",PA,40.1832,-78.11529
"Robeson Extension ",PA,40.467153,-78.199624
"Robesonia",PA,40.348619,-76.138564
"Robinson ",PA,40.403408,-79.140271
"Rochester",PA,40.702534,-80.28373
"Rockdale Acres ",PA,41.763989,-79.923273
"Rockhill",PA,40.241067,-77.899521
"Rockledge",PA,40.082295,-75.089775
"Rockwood",PA,39.915754,-79.157308
"Rogersville ",PA,39.88083,-80.269183
"Rohrerstown ",PA,40.052295,-76.359738
"Rohrsburg ",PA,41.13022,-76.425312
"Rome",PA,41.857981,-76.341101
"Ronco ",PA,39.867997,-79.922808
"Ronks ",PA,40.028441,-76.17608
"Roots ",PA,40.613717,-78.365241
"Roscoe",PA,40.078203,-79.863966
"Rosebud ",PA,40.749348,-78.545864
"Rosemont ",PA,40.030639,-75.327036
"Roseto",PA,40.878174,-75.220343
"Rose Valley",PA,39.89475,-75.385186
"Roseville",PA,41.863696,-76.957577
"Roslyn ",PA,40.131136,-75.137426
"Rossiter ",PA,40.900773,-78.935947
"Rosslyn Farms",PA,40.422418,-80.088537
"Rote ",PA,41.078006,-77.411534
"Rothsville ",PA,40.153073,-76.247813
"Roulette ",PA,41.776757,-78.15513
"Rouseville",PA,41.468503,-79.681234
"Rouzerville ",PA,39.734145,-77.52799
"Rowes Run ",PA,40.008873,-79.817702
"Royalton",PA,40.185769,-76.723996
"Royer ",PA,40.422284,-78.272311
"Royersford",PA,40.186326,-75.538885
"Runville ",PA,40.95733,-77.833434
"Rupert ",PA,40.975486,-76.481593
"Rural Valley",PA,40.799109,-79.314947
"Russell ",PA,41.93736,-79.140336
"Russellton ",PA,40.608085,-79.840132
"Rutherford ",PA,40.269588,-76.767819
"Rutledge",PA,39.900948,-75.327422
"Sabinsville ",PA,41.86707,-77.527992
