Geographic Area,CITY POPULATION
"Decatur,  Tennessee","1,652"
"Decaturville,  Tennessee",816
"Decherd,  Tennessee","2,479"
"Dickson,  Tennessee","16,878"
"Dover,  Tennessee","1,893"
"Dowell,  Tennessee",367
"Doyle,  Tennessee",531
"Dresden,  Tennessee","2,930"
"Duck,  Tennessee",448
"Dunlap,  Tennessee","5,960"
"Dyer,  Tennessee","2,328"
"Dyersburg,  Tennessee","15,915"
"Eagleville,  Tennessee",966
"East Ridge,  Tennessee","21,970"
"Eastview,  Tennessee",768
"Elizabethton,  Tennessee","14,461"
"Elkton,  Tennessee",530
"Englewood,  Tennessee","1,590"
"Enville,  Tennessee",189
"Erin,  Tennessee","1,220"
"Erwin,  Tennessee","6,020"
"Estill Springs,  Tennessee","2,698"
"Ethridge,  Tennessee",561
"Etowah,  Tennessee","3,742"
"Fairview,  Tennessee","10,535"
"Farragut,  Tennessee","25,242"
"Fayetteville,  Tennessee","7,142"
"Finger,  Tennessee",279
"Forest Hills,  Tennessee","4,455"
"Franklin,  Tennessee","89,142"
"Friendship,  Tennessee",614
"Friendsville,  Tennessee",920
"Gadsden,  Tennessee",476
"Gainesboro,  Tennessee",961
"Gallatin,  Tennessee","52,489"
"Gallaway,  Tennessee",521
"Garland,  Tennessee",284
"Gates,  Tennessee",654
"Gatlinburg,  Tennessee","3,703"
"German,  Tennessee","40,128"
"Gibson,  Tennessee",372
"Gilt Edge,  Tennessee",474
"Gleason,  Tennessee","1,363"
"Goodlettsville,  Tennessee","17,433"
"Gordonsville,  Tennessee","1,387"
"Grand Junction,  Tennessee",330
"Graysville,  Tennessee","1,508"
"Greenback,  Tennessee","1,224"
"Greenbrier,  Tennessee","7,039"
"Greeneville,  Tennessee","15,979"
"Greenfield,  Tennessee","2,017"
"Gruetli-Laager,  Tennessee","1,789"
"Guys,  Tennessee",416
"Halls,  Tennessee","2,033"
"Harriman,  Tennessee","6,216"
"Harrogate,  Tennessee","4,438"
"Hartsville/Trousdale County,   Tennessee","12,159"
"Henderson,  Tennessee","6,519"
"Hendersonville,  Tennessee","63,947"
"Henning,  Tennessee",877
"Henry,  Tennessee",452
"Hickory Valley,  Tennessee",79
"Hohenwald,  Tennessee","4,136"
"Hollow Rock,  Tennessee",702
"Hornbeak,  Tennessee",505
"Hornsby,  Tennessee",257
"Humboldt,  Tennessee","7,852"
"Huntingdon,  Tennessee","4,502"
"Huntland,  Tennessee",890
"Huntsville,  Tennessee","1,741"
"Jacksboro,  Tennessee","2,248"
"Jackson,  Tennessee","69,303"
"James,  Tennessee","2,102"
"Jasper,  Tennessee","3,655"
"Jefferson ,  Tennessee","9,013"
"Jellico,  Tennessee","2,122"
"Johnson ,  Tennessee","73,635"
"Jonesborough,  Tennessee","6,746"
"Kenton,  Tennessee","1,250"
"Kimball,  Tennessee","1,638"
"Kingsport,  Tennessee","57,109"
"Kingston,  Tennessee","6,340"
"Kingston Springs,  Tennessee","2,769"
"Knoxville,  Tennessee","198,722"
"Lafayette,  Tennessee","5,919"
"La Follette,  Tennessee","7,194"
"La Grange,  Tennessee",120
"Lakeland,  Tennessee","14,416"
"Lakesite,  Tennessee","1,949"
"La Vergne,  Tennessee","41,430"
"Lawrenceburg,  Tennessee","12,112"
"Lebanon,  Tennessee","51,501"
"Lenoir ,  Tennessee","12,041"
"Lewisburg,  Tennessee","13,473"
"Lexington,  Tennessee","8,037"
"Liberty,  Tennessee",345
"Linden,  Tennessee","1,123"
"Livingston,  Tennessee","4,100"
"Lobelville,  Tennessee",978
"Lookout Mountain,  Tennessee","2,038"
"Loretto,  Tennessee","1,813"
"Loudon,  Tennessee","6,942"
"Louisville,  Tennessee","4,334"
"Luttrell,  Tennessee","1,086"
"Lynchburg,   Moore County metropolitan government,   Tennessee","6,773"
"Lynnville,  Tennessee",321
"McEwen,  Tennessee","1,762"
"McKenzie,  Tennessee","5,603"
"McLemoresville,  Tennessee",292
"McMinnville,  Tennessee","14,032"
"Madisonville,  Tennessee","5,395"
"Manchester,  Tennessee","13,484"
"Martin,  Tennessee","10,989"
"Maryville,  Tennessee","32,373"
"Mason,  Tennessee","1,343"
"Maury ,  Tennessee",595
"Maynardville,  Tennessee","2,598"
"Medina,  Tennessee","5,681"
"Medon,  Tennessee",194
"Memphis,  Tennessee","610,919"
"Michie,  Tennessee",659
"Middleton,  Tennessee",737
"Milan,  Tennessee","8,306"
"Milledgeville,  Tennessee",275
"Millersville,  Tennessee","6,427"
"Millington,  Tennessee","11,486"
"Minor Hill,  Tennessee",520
"Mitchellville,  Tennessee",160
"Monteagle,  Tennessee","1,440"
"Monterey,  Tennessee","2,796"
"Morrison,  Tennessee",790
"Morris,  Tennessee","32,994"
"Moscow,  Tennessee",555
"Mosheim,  Tennessee","2,560"
"Mountain ,  Tennessee","2,486"
"Mount Carmel,  Tennessee","5,549"
"Mount Juliet,  Tennessee","44,066"
"Mount Pleasant,  Tennessee","4,871"
"Munford,  Tennessee","6,896"
"Murfreesboro,  Tennessee","168,387"
"Nashville-Davidson metropolitan government (balance),   Tennessee","704,963"
"Newbern,  Tennessee","3,247"
"New Hope,  Tennessee",973
"New Johnsonville,  Tennessee","1,840"
"New Market,  Tennessee","1,416"
"Newport,  Tennessee","6,954"
"New Tazewell,  Tennessee","2,824"
"Niota,  Tennessee",821
"Nolensville,  Tennessee","15,809"
"Normandy,  Tennessee",105
"Norris,  Tennessee","1,623"
"Oakdale,  Tennessee",199
"Oak Hill,  Tennessee","4,485"
"Oakland,  Tennessee","10,769"
"Oak Ridge,  Tennessee","34,039"
"Obion,  Tennessee",968
"Oliver Springs,  Tennessee","3,433"
"Oneida,  Tennessee","3,875"
"Orlinda,  Tennessee","1,005"
"Orme,  Tennessee",85
"Palmer,  Tennessee",581
"Paris,  Tennessee","10,517"
"Parker's Crossroads,  Tennessee",284
"Parrottsville,  Tennessee",227
"Parsons,  Tennessee","2,159"
"Pegram,  Tennessee","2,038"
"Petersburg,  Tennessee",559
"Philadelphia,  Tennessee",682
"Pigeon Forge,  Tennessee","6,446"
"Pikeville,  Tennessee","1,879"
"Piperton,  Tennessee","2,766"
"Pittman Center,  Tennessee",464
"Plainview,  Tennessee","2,226"
"Pleasant Hill,  Tennessee",551
"Pleasant View,  Tennessee","5,629"
"Portland,  Tennessee","13,651"
"Powells Crossroads,  Tennessee","1,294"
"Pulaski,  Tennessee","8,241"
"Puryear,  Tennessee",715
"Ramer,  Tennessee",325
"Red Bank,  Tennessee","12,073"
"Red Boiling Springs,  Tennessee","1,214"
"Ridgely,  Tennessee","1,666"
"Ridgeside,  Tennessee",444
"Ridgetop,  Tennessee","2,143"
"Ripley,  Tennessee","7,546"
"Rives,  Tennessee",246
"Rockford,  Tennessee",841
"Rockwood,  Tennessee","5,684"
"Rocky Top,  Tennessee","1,664"
"Rogersville,  Tennessee","4,720"
"Rossville,  Tennessee","1,183"
"Rutherford,  Tennessee","1,149"
"Rutledge,  Tennessee","1,348"
"St. Joseph,  Tennessee",820
"Saltillo,  Tennessee",430
"Samburg,  Tennessee",198
"Sardis,  Tennessee",420
"Saulsbury,  Tennessee",108
"Savannah,  Tennessee","7,565"
"Scotts Hill,  Tennessee",891
"Selmer,  Tennessee","4,590"
"Sevierville,  Tennessee","18,231"
"Sharon,  Tennessee",914
"Shelbyville,  Tennessee","25,792"
"Signal Mountain,  Tennessee","8,877"
"Silerton,  Tennessee",97
"Slayden,  Tennessee",182
"Smithville,  Tennessee","5,546"
"Smyrna,  Tennessee","60,302"
"Sneedville,  Tennessee","1,344"
"Soddy-Daisy,  Tennessee","13,430"
"Somerville,  Tennessee","3,523"
"South Carthage,  Tennessee","1,584"
"South Fulton,  Tennessee","2,177"
"South Pittsburg,  Tennessee","2,969"
"Sparta,  Tennessee","4,989"
"Spencer,  Tennessee","1,590"
"Spring ,  Tennessee","1,996"
"Springfield,  Tennessee","19,842"
"Spring Hill,  Tennessee","59,398"
"Stanton,  Tennessee",415
"Stantonville,  Tennessee",342
"Sunbright,  Tennessee",543
"Surgoinsville,  Tennessee","1,930"
"Sweetwater,  Tennessee","6,676"
"Tazewell,  Tennessee","2,380"
"Tellico Plains,  Tennessee",781
"Tennessee Ridge,  Tennessee","1,361"
"Thompson's Station,  Tennessee","9,081"
"Three Way,  Tennessee","1,922"
"Tiptonville,  Tennessee","3,425"
"Toone,  Tennessee",265
"send,  Tennessee",628
"Tracy ,  Tennessee","1,446"
"Trenton,  Tennessee","4,111"
"Trezevant,  Tennessee",813
"Trimble,  Tennessee",532
"Troy,  Tennessee","1,407"
"Tullahoma,  Tennessee","21,035"
"Tusculum,  Tennessee","3,394"
"Unicoi,  Tennessee","3,845"
"Union ,  Tennessee","10,876"
"Vanleer,  Tennessee",597
"Viola,  Tennessee",112
"Vonore,  Tennessee","1,684"
"Walden,  Tennessee","1,974"
"Wartburg,  Tennessee",944
"Wartrace,  Tennessee",670
"Watauga,  Tennessee",367
"Water,  Tennessee","1,642"
"Waverly,  Tennessee","4,381"
"Waynesboro,  Tennessee","2,311"
"Westmoreland,  Tennessee","2,885"
"White Bluff,  Tennessee","4,386"
"White House,  Tennessee","16,463"
"White Pine,  Tennessee","2,584"
"Whiteville,  Tennessee","4,564"
"Whitwell,  Tennessee","1,616"
"Williston,  Tennessee",337
"Winchester,  Tennessee","10,251"
"Winfield,  Tennessee","1,020"
"Woodbury,  Tennessee","2,831"
"Woodland Mills,  Tennessee",338
"Yorkville,  Tennessee",231
"Abbott,  Texas",370
"Abernathy,  Texas","2,838"
"Abilene,  Texas","130,501"
"Ackerly,  Texas",261
"Addison,  Texas","17,257"
"Adrian,  Texas",135
"Agua Dulce,  Texas",666
"Alamo,  Texas","20,694"
"Alamo Heights,  Texas","7,557"
"Alba,  Texas",508
"Albany,  Texas","1,893"
"Aledo,  Texas","6,655"
"Alice,  Texas","17,595"
"Allen,  Texas","113,746"
"Alma,  Texas",421
"Alpine,  Texas","6,039"
"Alto,  Texas","1,064"
"Alton,  Texas","22,907"
"Alvarado,  Texas","7,312"
"Alvin,  Texas","29,869"
"Alvord,  Texas","1,594"
"Amarillo,  Texas","203,729"
"Ames,  Texas","1,210"
"Amherst,  Texas",641
"Anahuac,  Texas","2,023"
"Anderson,  Texas",212
"Andrews,  Texas","13,677"
"Angleton,  Texas","20,979"
"Angus,  Texas",454
"Anna,  Texas","31,986"
"Annetta,  Texas","3,473"
"Annetta North,  Texas",627
"Annetta South,  Texas",703
"Annona,  Texas",185
"Anson,  Texas","2,544"
"Anthony,  Texas","4,542"
"Anton,  Texas",926
"Appleby,  Texas",554
"Aquilla,  Texas",112
"Aransas Pass,  Texas","8,742"
"Archer ,  Texas","1,642"
"Arcola,  Texas","2,453"
"Argyle,  Texas","6,294"
"Arlington,  Texas","403,672"
"Arp,  Texas",987
"Asherton,  Texas",678
"Aspermont,  Texas",784
"Athens,  Texas","13,575"
"Atlanta,  Texas","5,448"
"Aubrey,  Texas","8,843"
"Aurora,  Texas","1,618"
"Austin,  Texas","993,588"
"Austwell,  Texas",114
"Avery,  Texas",447
"Avinger,  Texas",376
"Azle,  Texas","15,046"
"Bailey,  Texas",241
"Bailey's Prairie village,   Texas",799
"Baird,  Texas","1,545"
"Balch Springs,  Texas","27,307"
"Balcones Heights,  Texas","2,707"
"Ballinger,  Texas","3,530"
"Balmorhea,  Texas",391
"Bandera,  Texas",891
"Bangs,  Texas","1,535"
"Bardwell,  Texas",670
"Barry,  Texas",246
"Barstow,  Texas",256
"Bartlett,  Texas","1,676"
"Bartonville,  Texas","1,877"
"Bastrop,  Texas","12,720"
"Bay ,  Texas","17,471"
"Bayou Vista,  Texas","1,763"
"Bayside,  Texas",280
"Bay,  Texas","86,004"
"Bayview,  Texas",555
"Beach ,  Texas","3,456"
"Bear Creek village,   Texas",461
"Beasley,  Texas",805
"Beaumont,  Texas","112,893"
"Beckville,  Texas",754
"Bedford,  Texas","48,728"
"Bedias,  Texas",402
"Bee Cave,  Texas","8,510"
"Beeville,  Texas","13,176"
"Bellaire,  Texas","17,439"
"Bellevue,  Texas",298
"Bellmead,  Texas","10,607"
"Bells,  Texas","1,520"
"Bellville,  Texas","4,291"
"Belton,  Texas","25,635"
"Benavides,  Texas","1,137"
"Benbrook,  Texas","24,542"
"Benjamin,  Texas",194
"Berryville,  Texas",925
"Bertram,  Texas","2,020"
"Beverly Hills,  Texas","1,847"
"Bevil Oaks,  Texas","1,046"
"Big Lake,  Texas","2,762"
"Big Sandy,  Texas","1,326"
"Big Spring,  Texas","22,541"
"Big Wells,  Texas",455
"Bishop,  Texas","3,057"
"Bishop Hills,  Texas",198
"Blackwell,  Texas",250
"Blanco,  Texas","2,077"
"Blanket,  Texas",360
"Bloomburg,  Texas",331
"Blooming Grove,  Texas",890
"Blossom,  Texas","1,478"
"Blue Mound,  Texas","2,317"
"Blue Ridge,  Texas","1,248"
"Blum,  Texas",408
"Boerne,  Texas","22,712"
"Bogata,  Texas","1,109"
"Bonham,  Texas","11,115"
"Bonney village,   Texas",202
"Booker,  Texas","1,349"
"Borger,  Texas","11,892"
"Bovina,  Texas","1,661"
"Bowie,  Texas","6,054"
"Boyd,  Texas","2,202"
"Brackettville,  Texas","1,351"
"Brady,  Texas","4,956"
"Brazoria,  Texas","2,898"
"Brazos Country,  Texas",526
"Breckenridge,  Texas","5,190"
"Bremond,  Texas",883
"Brenham,  Texas","19,728"
"Briarcliff village,   Texas","2,387"
"Briaroaks,  Texas",516
"Bridge ,  Texas","9,806"
"Bridgeport,  Texas","6,763"
"Broaddus,  Texas",183
"Bronte,  Texas",968
"Brookshire,  Texas","5,782"
"Brookside Village,  Texas","1,613"
"Browndell,  Texas",156
"Brownfield,  Texas","8,682"
"Brownsboro,  Texas","1,309"
"Brownsville,  Texas","191,967"
"Brownwood,  Texas","18,772"
"Bruceville-Eddy,  Texas","1,460"
"Bryan,  Texas","91,541"
"Bryson,  Texas",469
"Buckholts,  Texas",391
"Buda,  Texas","16,090"
"Buffalo,  Texas","1,892"
"Buffalo Gap,  Texas",633
"Buffalo Springs Lake village,   Texas",449
"Bullard,  Texas","5,070"
"Bulverde,  Texas","7,198"
"Bunker Hill Village,  Texas","3,889"
"Burkburnett,  Texas","11,101"
"Burke,  Texas",704
"Burleson,  Texas","56,253"
"Burnet,  Texas","6,869"
"Burton,  Texas",286
"Byers,  Texas",475
"Bynum,  Texas",179
"Cactus,  Texas","3,149"
"Caddo Mills,  Texas","5,257"
"Caldwell,  Texas","4,820"
"Callisburg,  Texas",356
"Calvert,  Texas",991
"Cameron,  Texas","5,527"
"Campbell,  Texas",612
"Camp Wood,  Texas",520
"Canadian,  Texas","2,169"
"Caney ,  Texas",205
"Canton,  Texas","4,841"
"Canyon,  Texas","16,457"
"Carbon,  Texas",296
"Carl's Corner,  Texas",227
"Carmine,  Texas",252
"Carrizo Springs,  Texas","4,586"
"Carrollton,  Texas","135,456"
"Carthage,  Texas","6,653"
"Cashion Community,  Texas",295
"Castle Hills,  Texas","3,931"
"Castroville,  Texas","3,201"
"Cedar Hill,  Texas","49,618"
"Cedar Park,  Texas","78,380"
"Celeste,  Texas",909
"Celina,  Texas","51,661"
"Center,  Texas","5,231"
"Centerville,  Texas","1,001"
"Chandler,  Texas","3,816"
"Channing,  Texas",259
"Charlotte,  Texas","1,620"
"Chester,  Texas",273
"Chico,  Texas","1,103"
"Childress,  Texas","5,683"
"Chillicothe,  Texas",532
"China,  Texas","1,298"
"China Grove,  Texas","1,138"
"Chireno,  Texas",376
"Christine,  Texas",365
"Cibolo,  Texas","37,816"
"Cisco,  Texas","4,029"
"Clarendon,  Texas","1,843"
"Clarksville,  Texas","2,869"
"Clarksville ,  Texas",787
"Claude,  Texas","1,175"
"Clear Lake Shores,  Texas","1,294"
"Cleburne,  Texas","38,131"
"Cleveland,  Texas","9,757"
"Clifton,  Texas","3,535"
"Clint,  Texas","1,069"
"Clute,  Texas","10,893"
"Clyde,  Texas","4,051"
"Coahoma,  Texas",919
"Cockrell Hill,  Texas","3,662"
"Coffee ,  Texas",244
"Coldspring,  Texas",882
"Coleman,  Texas","4,042"
"College Station,  Texas","128,023"
"Colleyville,  Texas","26,012"
"Collinsville,  Texas","2,045"
"Colmesneil,  Texas",553
"Colorado ,  Texas","3,915"
"Columbus,  Texas","3,938"
"Comanche,  Texas","4,401"
"Combes,  Texas","3,259"
"Combine,  Texas","2,717"
"Commerce,  Texas","9,800"
"Como,  Texas",750
"Conroe,  Texas","114,581"
"Converse,  Texas","31,400"
"Cool,  Texas",233
"Coolidge,  Texas",800
"Cooper,  Texas","2,082"
"Coppell,  Texas","41,785"
"Copperas Cove,  Texas","39,627"
"Copper Canyon,  Texas","2,369"
"Corinth,  Texas","24,450"
"Corpus Christi,  Texas","317,317"
"Corral ,  Texas",40
"Corrigan,  Texas","1,401"
"Corsicana,  Texas","25,591"
"Cottonwood,  Texas",252
"Cottonwood Shores,  Texas","1,668"
"Cotulla,  Texas","3,661"
"Coupland,  Texas",302
"Cove,  Texas",682
"Covington,  Texas",299
"Coyote Flats,  Texas",295
"Crandall,  Texas","5,950"
"Crane,  Texas","3,375"
"Cranfills Gap,  Texas",286
"Crawford,  Texas",927
"Creedmoor,  Texas",423
"Cresson,  Texas","2,050"
"Crockett,  Texas","6,387"
"Crosbyton,  Texas","1,465"
"Cross Plains,  Texas",949
"Cross Roads,  Texas","1,977"
"Cross Timber,  Texas",477
"Crowell,  Texas",733
"Crowley,  Texas","20,483"
"Crystal ,  Texas","6,009"
"Cuero,  Texas","8,215"
"Cumby,  Texas",715
"Cuney,  Texas",117
"Cushing,  Texas",578
"Cut and Shoot,  Texas","1,190"
"Daingerfield,  Texas","2,534"
"Daisetta,  Texas","1,177"
"Dalhart,  Texas","8,443"
"Dallas,  Texas","1,326,087"
"Dalworthington Gardens,  Texas","2,299"
"Danbury,  Texas","1,699"
"Darrouzett,  Texas",295
"Dawson,  Texas",819
"Dayton,  Texas","9,752"
"Dayton Lakes,  Texas",57
"Dean,  Texas",521
"Decatur,  Texas","8,266"
"DeCordova,  Texas","3,252"
"Deer Park,  Texas","34,495"
"De Kalb,  Texas","1,426"
"De Leon,  Texas","2,377"
"Dell ,  Texas",286
"Del Rio,  Texas","34,678"
"Denison,  Texas","26,446"
"Dennis,  Texas",843
"Denton,  Texas","165,998"
"Denver ,  Texas","4,366"
"Deport,  Texas",550
"DeSoto,  Texas","56,711"
"Detroit,  Texas",706
"Devers,  Texas",459
"Devine,  Texas","4,622"
"Diboll,  Texas","5,108"
"Dickens,  Texas",209
"Dickinson,  Texas","21,941"
"Dilley,  Texas","3,953"
"Dimmitt,  Texas","4,119"
"DISH,  Texas",476
"Dodd ,  Texas",402
"Dodson,  Texas",93
"Domino,  Texas",79
"Donna,  Texas","16,876"
"Dorchester,  Texas",102
"Double Oak,  Texas","3,073"
"Double Horn,  Texas",282
"Douglassville,  Texas",211
"Dripping Springs,  Texas","10,165"
"Driscoll,  Texas",665
"Dublin,  Texas","3,450"
"Dumas,  Texas","14,834"
"Duncanville,  Texas","39,203"
"Eagle Lake,  Texas","3,545"
"Eagle Pass,  Texas","28,768"
"Early,  Texas","3,174"
"Earth,  Texas",899
"East Bernard,  Texas","2,264"
"Eastland,  Texas","3,772"
"East Mountain,  Texas",964
"Easton,  Texas",513
"East Tawakoni,  Texas",944
"Ector,  Texas",790
"Edcouch,  Texas","2,693"
"Eden,  Texas","2,120"
"Edgecliff Village,  Texas","3,777"
"Edgewood,  Texas","1,752"
"Edinburg,  Texas","108,733"
"Edmonson,  Texas",87
"Edna,  Texas","6,039"
"Edom,  Texas",367
"El Campo,  Texas","12,176"
"El Cenizo,  Texas","2,433"
"Eldorado,  Texas","1,495"
"Electra,  Texas","2,249"
"Elgin,  Texas","12,438"
"Elkhart,  Texas","1,266"
"El Lago,  Texas","2,990"
"Ellinger,  Texas",296
"Elmendorf,  Texas","2,683"
"El Paso,  Texas","681,723"
"Elsa,  Texas","5,750"
"Emhouse,  Texas",213
"Emory,  Texas","1,390"
"Enchanted Oaks,  Texas",362
"Encinal,  Texas",539
"Ennis,  Texas","24,753"
"Escobares,  Texas","2,589"
"Estelline,  Texas",123
"Euless,  Texas","60,010"
"Eureka,  Texas",360
"Eustace,  Texas","1,153"
"Evant,  Texas",467
"Everman,  Texas","6,347"
"Fairchilds village,   Texas","1,039"
"Fairfield,  Texas","3,005"
"Fair Oaks Ranch,  Texas","11,744"
"Fairview,  Texas","10,922"
"Falfurrias,  Texas","4,351"
"Falls ,  Texas",513
"Farmers Branch,  Texas","37,341"
"Farmersville,  Texas","4,352"
"Farwell,  Texas","1,379"
"Fate,  Texas","27,467"
"Fayetteville,  Texas",252
"Ferris,  Texas","4,200"
"Flatonia,  Texas","1,398"
"Florence,  Texas","1,211"
"Floresville,  Texas","8,738"
"Flower Mound,  Texas","79,990"
"Floydada,  Texas","2,503"
"Follett,  Texas",350
"Forest Hill,  Texas","14,314"
"Forney,  Texas","38,572"
"Forsan,  Texas",216
"Fort Stockton,  Texas","8,147"
"Fort Worth,  Texas","1,008,106"
"Franklin,  Texas","1,792"
"Frankston,  Texas","1,136"
"Fredericksburg,  Texas","11,766"
"Freeport,  Texas","10,635"
"Freer,  Texas","2,352"
"Friendswood,  Texas","41,291"
"Friona,  Texas","4,071"
"Frisco,  Texas","235,208"
"Fritch,  Texas","1,763"
"Frost,  Texas",628
"Fruitvale,  Texas",521
"Fulshear,  Texas","54,629"
"Fulton,  Texas","1,612"
"Gainesville,  Texas","18,295"
"Galena Park,  Texas","10,438"
"Gallatin,  Texas",342
"Galveston,  Texas","53,538"
"Ganado,  Texas","2,027"
"Garden Ridge,  Texas","4,378"
"Garland,  Texas","250,431"
"Garrett,  Texas",878
"Garrison,  Texas",827
"Gary ,  Texas",343
"Gatesville,  Texas","16,388"
"George,  Texas","101,344"
"George West,  Texas","2,227"
"Gholson,  Texas","1,231"
"Giddings,  Texas","5,324"
"Gilmer,  Texas","5,207"
"Gladewater,  Texas","6,307"
"Glenn Heights,  Texas","19,752"
"Glen Rose,  Texas","3,033"
"Godley,  Texas","4,402"
"Goldsmith,  Texas",229
"Goldthwaite,  Texas","1,767"
"Goliad,  Texas","1,716"
"Golinda,  Texas",694
"Gonzales,  Texas","7,238"
"Goodlow,  Texas",175
"Goodrich,  Texas",277
"Gordon,  Texas",495
"Goree,  Texas",156
"Gorman,  Texas","1,004"
"Graford,  Texas",729
"Graham,  Texas","8,859"
"Granbury,  Texas","12,934"
"Grandfalls,  Texas",328
"Grand Prairie,  Texas","207,331"
"Grand Saline,  Texas","3,292"
"Grandview,  Texas","1,946"
"Granger,  Texas","1,209"
"Granite Shoals,  Texas","5,417"
"Granjeno,  Texas",289
"Grapeland,  Texas","1,491"
"Grapevine,  Texas","51,320"
"Grays Prairie village,   Texas",409
"Greenville,  Texas","34,355"
"Gregory,  Texas","1,717"
"Grey Forest,  Texas",517
"Groesbeck,  Texas","3,960"
"Groom,  Texas",537
"Groves,  Texas","16,866"
"Groveton,  Texas",942
"Gruver,  Texas","1,068"
"Gun Barrel ,  Texas","6,999"
"Gunter,  Texas","2,498"
"Gustine,  Texas",420
"Hackberry,  Texas","2,959"
"Hale Center,  Texas","2,000"
"Hallettsville,  Texas","2,745"
"Hallsburg,  Texas",452
"Hallsville,  Texas","4,896"
"Haltom ,  Texas","45,786"
"Hamilton,  Texas","3,005"
"Hamlin,  Texas","1,875"
"Happy,  Texas",593
"Hardin,  Texas",865
"Harker Heights,  Texas","35,263"
"Harlingen,  Texas","72,234"
"Hart,  Texas",881
"Haskell,  Texas","3,067"
"Haslet,  Texas","4,743"
"Hawk Cove,  Texas",511
"Hawkins,  Texas","1,412"
"Hawley,  Texas",581
"Hays,  Texas",264
"Hearne,  Texas","4,641"
"Heath,  Texas","11,499"
"Hebron,  Texas",219
"Hedley,  Texas",263
"Hedwig Village,  Texas","2,386"
"Helotes,  Texas","10,223"
"Hemphill,  Texas","1,039"
"Hempstead,  Texas","6,658"
"Henderson,  Texas","13,485"
"Henrietta,  Texas","3,237"
"Hereford,  Texas","14,860"
"Hewitt,  Texas","16,749"
"Hickory Creek,  Texas","6,901"
"Hico,  Texas","1,476"
"Hidalgo,  Texas","15,164"
"Hideaway,  Texas","3,402"
"Higgins,  Texas",341
"Highland Haven,  Texas",410
"Highland Park,  Texas","8,762"
"Highland Village,  Texas","16,137"
"Hill Country Village,  Texas",949
"Hillcrest Village,  Texas",695
"Hillsboro,  Texas","8,878"
"Hilshire Village,  Texas",837
"Hitchcock,  Texas","7,752"
"Holiday Lakes,  Texas","1,065"
"Holland,  Texas","1,129"
"Holliday,  Texas","1,712"
"Hollywood Park,  Texas","3,128"
"Hondo,  Texas","8,969"
"Honey Grove,  Texas","1,802"
"Hooks,  Texas","2,474"
"Horizon ,  Texas","24,802"
"Horseshoe Bay,  Texas","5,218"
"Houston,  Texas","2,390,125"
"Howardwick,  Texas",367
"Howe,  Texas","3,667"
"Hubbard,  Texas","1,480"
"Hudson,  Texas","5,288"
"Hudson Oaks,  Texas","2,741"
"Hughes Springs,  Texas","1,533"
"Humble,  Texas","16,561"
"Hunters Creek Village,  Texas","4,482"
"Huntington,  Texas","2,117"
"Huntsville,  Texas","49,500"
"Hurst,  Texas","39,500"
"Hutchins,  Texas","7,996"
"Hutto,  Texas","42,661"
"Huxley,  Texas",338
"Idalou,  Texas","2,117"
"Impact,  Texas",21
"Indian Lake,  Texas",888
"Industry,  Texas",290
"Ingleside,  Texas","10,155"
"Ingleside on the Bay,  Texas",602
"Ingram,  Texas","1,849"
"Iola,  Texas",347
"Iowa Colony village,   Texas","17,240"
"Iowa Park,  Texas","6,583"
"Iraan,  Texas","1,014"
"Iredell,  Texas",319
"Irving,  Texas","258,060"
"Italy,  Texas","2,130"
"Itasca,  Texas","1,885"
"Ivanhoe,  Texas","1,392"
"Jacinto ,  Texas","9,431"
"Jacksboro,  Texas","4,656"
"Jacksonville,  Texas","14,639"
"Jamaica Beach,  Texas","1,077"
"Jarrell,  Texas","5,151"
"Jasper,  Texas","7,505"
"Jayton,  Texas",473
"Jefferson,  Texas","1,996"
"Jersey Village,  Texas","7,791"
"Jewett,  Texas",822
"Joaquin,  Texas",729
"Johnson ,  Texas","2,092"
"Jolly,  Texas",180
"Jones Creek village,   Texas","1,978"
"Jones,  Texas","2,615"
"Josephine,  Texas","8,807"
"Joshua,  Texas","9,146"
"Jourdanton,  Texas","4,569"
"Junction,  Texas","2,492"
"Justin,  Texas","6,197"
"Karnes ,  Texas","3,620"
"Katy,  Texas","27,741"
"Kaufman,  Texas","9,785"
"Keene,  Texas","6,930"
"Keller,  Texas","46,643"
"Kemah,  Texas","2,853"
"Kemp,  Texas","1,414"
"Kempner,  Texas","1,283"
"Kendleton,  Texas",407
"Kenedy,  Texas","3,378"
"Kenefick,  Texas",807
"Kennard,  Texas",285
"Kennedale,  Texas","10,771"
"Kerens,  Texas","1,508"
"Kermit,  Texas","5,909"
"Kerrville,  Texas","25,141"
"Kilgore,  Texas","13,583"
"Killeen,  Texas","160,616"
"Kingsbury,  Texas",143
"Kingsville,  Texas","24,884"
"Kirby,  Texas","8,104"
"Kirbyville,  Texas","2,021"
"Kirvin,  Texas",107
"Knollwood,  Texas",807
"Knox ,  Texas","1,032"
"Kosse,  Texas",463
"Kountze,  Texas","2,125"
"Kress,  Texas",592
"Krugerville,  Texas","2,001"
"Krum,  Texas","6,799"
"Kurten,  Texas",406
"Kyle,  Texas","65,833"
"LaCoste,  Texas","1,222"
"Lacy-Lakeview,  Texas","7,262"
"Ladonia,  Texas",629
"La Feria,  Texas","7,036"
"Lago Vista,  Texas","10,201"
"La Grange,  Texas","4,504"
"La Grulla,  Texas","1,237"
"Laguna Vista,  Texas","3,791"
